Customer ID,Contract,Dependents,Device Protection,Internet Service,Monthly Charges,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Tech Support,Total Charges,Gender,Tenure,Churn_Status
1660-HSOOQ,Month-to-month,No,Yes,DSL,49.65,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,49.65,Male,1,Yes
1663-MHLHE,Month-to-month,No,No internet service,No,19.2,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.2,Male,1,No
1679-JRFBR,One year,Yes,Yes,Fiber optic,108.15,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,No,7930.55,Female,70,No
1696-HXOWK,One year,No,No,Fiber optic,95.65,Yes,Yes,Yes,No,Yes,Mailed check,Yes,No,No,Yes,No,6856.95,Female,71,No
1698-XFZCI,One year,No,Yes,Fiber optic,107.75,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,No,6521.9,Male,61,No
1724-IQWNM,Month-to-month,Yes,No internet service,No,19.3,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.3,Male,1,No
1725-MIMXW,Month-to-month,Yes,No internet service,No,19.45,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.45,Male,1,Yes
1740-CSDJP,Month-to-month,No,No,DSL,35.25,No phone service,No,No,Yes,No,Bank transfer automatic,No,No,Yes,No,No,35.25,Male,1,Yes
1741-WTPON,Two year,Yes,Yes,Fiber optic,115.85,Yes,Yes,Yes,No,Yes,Mailed check,Yes,No,Yes,Yes,Yes,6567.9,Male,56,No
1755-RMCXH,Month-to-month,Yes,No internet service,No,20.3,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,40.25,Male,2,No
1768-ZAIFU,Month-to-month,No,No,DSL,25.2,No phone service,No,No,Yes,No,Electronic check,No,Yes,No,No,No,25.2,Female,1,Yes
1775-KWJKQ,Two year,Yes,Yes,DSL,89.85,Yes,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6562.9,Male,72,No
1777-JYQPJ,Month-to-month,No,No,DSL,24.3,No phone service,No,No,No,No,Mailed check,No,No,No,No,No,38.45,Male,2,No
1779-PWPMG,Two year,No,Yes,Fiber optic,114.65,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,8333.95,Female,72,No
1794-HBQTJ,Month-to-month,No,No,DSL,48.6,No,No,Yes,Yes,No,Credit card automatic,Yes,No,No,No,No,48.6,Female,1,Yes
1796-JANOW,Month-to-month,No,No internet service,No,19.95,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,38.15,Female,2,No
1816-FLZDK,Month-to-month,No,No,DSL,29.15,No phone service,No,No,No,No,Mailed check,No,No,No,No,Yes,29.15,Male,1,No
1820-TQVEV,Month-to-month,No,No,Fiber optic,69.55,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,69.55,Male,1,Yes
1841-YSJGV,Two year,No,No,Fiber optic,109.95,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7852.4,Male,72,No
1845-ZLLIG,Month-to-month,No,No,DSL,50.15,No,Yes,No,Yes,No,Mailed check,Yes,No,No,No,No,50.15,Male,1,No
1891-QRQSA,Two year,Yes,Yes,Fiber optic,111.6,Yes,No,Yes,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,7099,Male,64,No
1895-QTKDO,Month-to-month,No,No,DSL,43.95,No,No,No,No,No,Credit card automatic,Yes,No,No,No,No,43.95,Female,1,No
1905-OEILC,Month-to-month,No,No internet service,No,19.5,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.5,Female,1,No
1928-BXYIV,Month-to-month,No,No,DSL,61.15,Yes,Yes,Yes,No,No,Electronic check,Yes,No,No,No,No,61.15,Male,1,No
1930-QPBVZ,Two year,Yes,No,Fiber optic,95.1,No,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,No,Yes,6683.4,Male,68,No
1934-SJVJK,Month-to-month,No,No internet service,No,20.15,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.15,Male,1,Yes
1936-UAFEH,Two year,No,No,Fiber optic,110.25,Yes,Yes,Yes,No,No,Credit card automatic,Yes,No,Yes,Yes,Yes,7279.35,Female,68,No
1937-OTUKY,Two year,No,Yes,Fiber optic,98.2,Yes,No,Yes,Yes,Yes,Bank transfer automatic,Yes,No,No,Yes,Yes,7015.9,Female,72,No
1942-OQFRW,Month-to-month,No,No,DSL,44,No,No,No,No,No,Electronic check,Yes,No,No,No,No,44,Male,1,No
1951-IEYXM,Two year,Yes,Yes,DSL,90.6,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6441.85,Male,72,No
1963-SVUCV,Month-to-month,No,No,DSL,45.3,No,No,No,No,No,Electronic check,Yes,No,No,No,No,45.3,Male,1,Yes
1963-VAUKV,Month-to-month,No,No internet service,No,20.4,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.4,Female,1,Yes
1971-DTCZB,Two year,No,Yes,DSL,90.95,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6468.6,Female,72,No
1976-CFOCS,Month-to-month,No,No,DSL,46,No,No,No,No,Yes,Electronic check,Yes,Yes,No,No,No,46,Female,1,Yes
1984-FCOWB,One year,No,Yes,Fiber optic,109.5,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,7674.55,Female,70,Yes
2000-DHJUY,Two year,No,Yes,DSL,92.2,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,6474.45,Female,70,No
2002-MZHWP,Month-to-month,No,No internet service,No,20.5,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.5,Female,1,Yes
2003-CKLOR,Month-to-month,No,Yes,Fiber optic,99.5,No,Yes,No,No,No,Electronic check,Yes,No,Yes,Yes,No,6710.5,Male,66,Yes
2027-WKXMW,Month-to-month,No,Yes,Fiber optic,108.75,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,6871.7,Female,63,No
2040-XBAVJ,Two year,Yes,Yes,Fiber optic,114.45,Yes,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8100.55,Male,72,No
2043-WVTQJ,Month-to-month,No,Yes,DSL,55.7,No,No,Yes,No,Yes,Mailed check,Yes,No,No,No,No,55.7,Male,1,No
2049-BAFNW,Month-to-month,No,Yes,DSL,35.9,No phone service,No,No,No,No,Mailed check,No,No,No,No,Yes,35.9,Female,1,No
2056-EVGZL,One year,Yes,Yes,Fiber optic,105.75,No,Yes,No,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7322.5,Male,68,No
2057-BOYKM,Two year,No,Yes,Fiber optic,96.6,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,Yes,No,No,Yes,6827.5,Female,72,No
2067-QYTCF,Month-to-month,No,Yes,Fiber optic,111.15,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,6953.4,Female,64,No
2080-SRCDE,Month-to-month,Yes,No internet service,No,25.4,Yes,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,25.4,Female,1,No
2081-KJSQF,Month-to-month,No,No internet service,No,20.25,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.25,Male,1,No
2082-CEFLT,Month-to-month,No,No,DSL,45.6,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,45.6,Male,1,Yes
2103-ZRXFN,Month-to-month,No,No,DSL,50.75,Yes,No,No,No,No,Mailed check,Yes,No,No,No,No,50.75,Male,1,No
2111-DWYHN,Month-to-month,No,No internet service,No,21.1,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,21.1,Male,1,No
2121-JAFOM,Two year,No,Yes,Fiber optic,115.55,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,8312.4,Female,72,No
2135-RXIHG,Month-to-month,No,No,DSL,45.65,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,45.65,Male,1,Yes
2167-FQSTQ,Two year,No,Yes,DSL,92.4,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,6786.1,Female,72,No
2172-EJXVF,One year,No,Yes,Fiber optic,105.9,Yes,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,No,7521.95,Female,71,No
2190-PHBHR,Two year,No,No,Fiber optic,94.45,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,No,No,6921.7,Female,72,No
2193-SFWQW,Two year,Yes,Yes,Fiber optic,111.95,No,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8033.1,Male,72,No
2207-NHRJK,Month-to-month,No,No,DSL,50.8,No,Yes,No,No,No,Electronic check,Yes,No,No,No,No,50.8,Male,1,Yes
2209-XADXF,Month-to-month,No,No,DSL,25.25,No phone service,No,No,No,No,Bank transfer automatic,No,No,No,No,No,25.25,Female,1,No
2220-IAHLS,Month-to-month,No,No internet service,No,19.4,No,No internet service,No internet service,No,No,Credit card automatic,Yes,No,No internet service,No internet service,No internet service,19.4,Female,1,No
2223-GDSHL,Two year,Yes,Yes,Fiber optic,116.05,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8297.5,Male,71,No
2225-ZRGSG,Two year,Yes,Yes,Fiber optic,93.9,Yes,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,No,No,Yes,6579.05,Female,70,Yes
2232-DMLXU,Month-to-month,No,No,DSL,55.2,No,No,No,No,Yes,Mailed check,Yes,No,No,Yes,No,55.2,Female,1,Yes
2234-XADUH,One year,Yes,Yes,Fiber optic,103.2,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,No,7362.9,Female,72,No
2239-CFOUJ,One year,Yes,No internet service,No,20.4,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.4,Male,1,No
2266-SJNAT,One year,No,Yes,Fiber optic,109.15,Yes,Yes,No,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7789.6,Female,72,No
2272-JKMSI,One year,Yes,Yes,Fiber optic,110.8,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,6840.95,Female,62,No
2272-WUSPA,Two year,No,Yes,Fiber optic,110.75,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,7751.7,Female,72,No
2273-QCKXA,Month-to-month,No,No,DSL,49.05,No,No,No,No,No,Mailed check,Yes,No,No,No,Yes,49.05,Male,1,No
2275-RBYQS,Month-to-month,No,No,DSL,45.4,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,45.4,Female,1,No
2277-BKJKN,Two year,No,Yes,Fiber optic,99.2,No,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,7213.75,Female,71,No
2303-PJYHN,Month-to-month,No,No internet service,No,19.85,No,No internet service,No internet service,No,Yes,Bank transfer automatic,Yes,No,No internet service,No internet service,No internet service,52,Female,2,No
2307-FYNNL,Two year,No,Yes,Fiber optic,109.05,Yes,No,Yes,Yes,No,Electronic check,Yes,Yes,Yes,Yes,Yes,7108.2,Male,65,No
2308-STERM,Month-to-month,No,No internet service,No,19.4,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,61.05,Female,2,No
2320-JRSDE,Month-to-month,Yes,No internet service,No,19.9,No,No internet service,No internet service,Yes,Yes,Electronic check,Yes,No,No internet service,No internet service,No internet service,19.9,Female,1,Yes
2323-ARSVR,Two year,No,Yes,Fiber optic,111.05,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,7321.05,Male,67,No
2324-EFHVG,Two year,No,Yes,Fiber optic,104.4,Yes,Yes,No,Yes,No,Bank transfer automatic,Yes,No,Yes,Yes,No,6692.65,Male,64,No
2342-CKIAO,Month-to-month,No,No internet service,No,20.3,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,41.2,Female,2,No
2360-RDGRO,Month-to-month,No,Yes,Fiber optic,104.25,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,6812.95,Male,65,No
2368-GAKKQ,Two year,No,Yes,Fiber optic,113.65,Yes,Yes,Yes,Yes,No,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7939.25,Female,70,No
2369-FEVNO,Month-to-month,No,No internet service,No,19.9,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.9,Male,1,No
2378-VTKDH,Month-to-month,No,Yes,Fiber optic,104.35,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,6578.55,Male,65,No
2380-DAMQP,Two year,No,Yes,Fiber optic,115.15,Yes,Yes,Yes,No,Yes,Electronic check,Yes,No,Yes,Yes,Yes,8349.7,Female,72,No
2382-BCKQJ,One year,Yes,Yes,Fiber optic,100.15,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,6413.65,Female,62,Yes
2386-LAHRK,Month-to-month,No,No,DSL,53.5,No,No,No,Yes,No,Mailed check,Yes,No,No,Yes,No,53.5,Male,1,Yes
2388-LAESQ,Two year,No,Yes,Fiber optic,114.85,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,8317.95,Female,72,No
2393-DIVAI,Month-to-month,No,No internet service,No,20,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,61.7,Female,3,No
2408-TZMJL,One year,No,Yes,Fiber optic,110.15,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,6448.05,Male,59,Yes
2410-CIYFZ,Month-to-month,Yes,No internet service,No,20.4,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,42.9,Male,2,No
2419-FSORS,Two year,No,Yes,Fiber optic,108.4,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,7719.5,Male,72,No
2452-KDRRH,Month-to-month,No,Yes,Fiber optic,101.4,Yes,No,No,Yes,No,Credit card automatic,Yes,Yes,Yes,Yes,No,6841.05,Male,67,No
2465-BLLEU,Month-to-month,No,No internet service,No,19.75,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.75,Male,1,No
2469-DTSGX,Two year,No,Yes,Fiber optic,111.65,Yes,Yes,No,No,No,Electronic check,Yes,Yes,Yes,Yes,Yes,7943.45,Female,72,No
2480-JZOSN,Month-to-month,No,No internet service,No,20.65,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.65,Female,1,No
2485-ITVKB,Month-to-month,No,No,DSL,35.1,No phone service,No,No,Yes,Yes,Electronic check,No,No,Yes,No,No,68.75,Female,2,Yes
2499-AJYUA,Two year,No,Yes,Fiber optic,110.8,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,Yes,Yes,Yes,Yes,7882.25,Female,72,No
2506-TNFCO,Month-to-month,No,No,Fiber optic,69.55,No,No,No,Yes,Yes,Electronic check,Yes,Yes,No,No,No,69.55,Female,1,Yes
2520-SGTTA,Two year,Yes,No internet service,No,20,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,,Female,0,No
2521-NPUZR,Two year,No,Yes,Fiber optic,101,No,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,No,Yes,7085.5,Male,70,No
2522-AHJXR,Month-to-month,No,Yes,Fiber optic,109.45,Yes,No,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6572.85,Male,60,No
2530-ENDWQ,Two year,No,No,Fiber optic,93.7,Yes,No,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,6585.35,Female,71,Yes
2538-OIMXF,Month-to-month,Yes,No,DSL,24.7,No phone service,No,No,No,No,Mailed check,No,No,No,No,No,24.7,Female,1,No
2542-HYGIQ,Month-to-month,No,No internet service,No,19.95,No,No internet service,No internet service,No,No,Credit card automatic,Yes,No,No internet service,No internet service,No internet service,19.95,Female,1,No
2560-PPCHE,One year,No,No,Fiber optic,105.05,Yes,Yes,No,Yes,No,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6744.25,Female,65,No
2565-JSLRY,Month-to-month,No,No internet service,No,24.05,Yes,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,24.05,Male,1,Yes
2576-HXMPA,Month-to-month,No,No internet service,No,19.55,No,No internet service,No internet service,No,No,Credit card automatic,Yes,No,No internet service,No internet service,No internet service,19.55,Female,1,No
2592-SEIFQ,Month-to-month,No,No,DSL,24.75,No phone service,No,No,No,No,Electronic check,No,No,No,No,No,66.95,Male,3,Yes
2592-YKDIF,Month-to-month,No,No internet service,No,20.35,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.35,Female,1,No
2599-CIPQE,Two year,Yes,Yes,Fiber optic,109.3,No,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7782.85,Male,71,No
2607-FBDFF,Month-to-month,No,No,DSL,49,No,No,No,No,No,Credit card automatic,Yes,No,No,No,Yes,49,Male,1,No
2615-YVMYX,Month-to-month,No,Yes,Fiber optic,107.5,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,7713.55,Male,71,No
2623-DRYAM,One year,No,Yes,Fiber optic,101.75,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,7069.3,Female,70,No
2632-IVXVF,Two year,Yes,Yes,Fiber optic,111.75,Yes,No,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7511.3,Female,68,No
2632-UCGVD,Month-to-month,No,No,Fiber optic,100.05,Yes,No,No,Yes,Yes,Credit card automatic,Yes,Yes,Yes,Yes,Yes,6871.9,Male,66,Yes
2640-LYMOV,Month-to-month,No,No internet service,No,19.65,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,38.8,Male,2,No
2654-VBVPB,Month-to-month,No,No internet service,No,19.9,No,No internet service,No internet service,No,No,Bank transfer automatic,Yes,No,No internet service,No internet service,No internet service,19.9,Female,1,No
2659-VXMWZ,One year,Yes,Yes,Fiber optic,111.3,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,7482.1,Male,67,Yes
2664-XJZNO,Two year,Yes,Yes,Fiber optic,104.9,No,No,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7559.55,Male,72,No
2668-TZSPS,Month-to-month,No,No internet service,No,20.45,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.45,Male,1,No
2672-DZUOY,Month-to-month,No,No,DSL,25.15,No phone service,No,No,Yes,No,Electronic check,No,No,No,No,No,25.15,Male,1,Yes
2672-OJQZP,Month-to-month,No,No,DSL,44.75,No,No,No,No,No,Mailed check,Yes,No,No,No,No,44.75,Female,1,No
2674-MLXMN,Month-to-month,No,No,Fiber optic,99.65,Yes,Yes,No,Yes,No,Credit card automatic,Yes,Yes,Yes,Yes,No,6951.15,Female,71,No
2676-ISHSF,Month-to-month,No,No internet service,No,20.3,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.3,Male,1,No
2692-AQCPF,One year,No,Yes,Fiber optic,108.05,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7118.9,Female,65,No
2692-PFYTJ,Month-to-month,No,No internet service,No,25.75,Yes,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,25.75,Female,1,No
2700-LUEVA,Month-to-month,No,No internet service,No,20.75,No,No internet service,No internet service,No,No,Credit card automatic,Yes,No,No internet service,No internet service,No internet service,20.75,Male,1,No
2712-SYWAY,Month-to-month,No,No internet service,No,25.7,Yes,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,25.7,Female,1,No
2722-JMONI,Month-to-month,No,No,DSL,49.55,No,No,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No,No,49.55,Female,1,Yes
2722-VOJQL,One year,No,No,Fiber optic,105.65,Yes,Yes,No,Yes,No,Credit card automatic,Yes,No,Yes,Yes,Yes,6903.1,Male,64,Yes
2740-TVLFN,Month-to-month,No,No,DSL,50.15,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No,No,50.15,Male,1,No
2773-OVBPK,Two year,No,Yes,Fiber optic,111.3,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7567.2,Male,67,No
2775-SEFEE,Two year,Yes,No,DSL,61.9,Yes,Yes,Yes,Yes,No,Bank transfer automatic,Yes,No,No,No,Yes,,Male,0,No
2789-CZANW,Two year,Yes,No,Fiber optic,110.3,Yes,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6997.3,Female,64,No
2798-NYLMZ,Two year,No,Yes,Fiber optic,108.55,Yes,No,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7616,Male,71,No
2812-SFXMJ,Month-to-month,Yes,No internet service,No,20.05,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.05,Male,1,No
2830-LEWOA,One year,Yes,Yes,Fiber optic,103.9,No,Yes,No,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6449.15,Male,61,No
2832-SCUCO,Month-to-month,No,No internet service,No,19.9,No,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,57.4,Female,2,No
2833-SLKDQ,Month-to-month,No,No,DSL,45.05,No,No,No,No,No,Mailed check,Yes,No,No,No,No,45.05,Male,1,Yes
2834-JRTUA,Two year,No,Yes,Fiber optic,108.05,Yes,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,7532.15,Male,71,Yes
2839-RFSQE,Month-to-month,No,No internet service,No,20.65,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,38.7,Female,2,Yes
2853-CWQFQ,Month-to-month,Yes,No,DSL,59.55,No,No,No,Yes,No,Mailed check,Yes,No,Yes,No,Yes,59.55,Male,1,No
2856-HYAPG,Month-to-month,No,No,Fiber optic,68.65,No,No,No,No,No,Electronic check,Yes,No,No,No,No,68.65,Female,1,Yes
2862-PFNIK,Month-to-month,Yes,No,DSL,24.7,No phone service,No,No,Yes,No,Electronic check,No,No,No,No,No,24.7,Male,1,No
2866-IKBTM,Month-to-month,No,No internet service,No,19.55,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.55,Female,1,No
2876-VBBBL,Month-to-month,No,No internet service,No,20.25,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.25,Female,1,Yes
2878-RMWXY,Two year,No,Yes,Fiber optic,102.65,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,Yes,Yes,No,No,7550.3,Male,72,No
2886-KEFUM,One year,No,Yes,Fiber optic,107.5,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,6873.75,Female,63,Yes
2889-FPWRM,One year,No,Yes,Fiber optic,117.8,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8684.8,Male,72,Yes
2898-MRKPI,One year,Yes,No,Fiber optic,101.05,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,No,6770.5,Male,68,No
2903-YYTBW,Month-to-month,Yes,No,DSL,44.55,No,No,No,No,Yes,Electronic check,Yes,No,No,No,No,44.55,Male,1,No
2923-ARZLG,One year,Yes,No internet service,No,19.7,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,,Male,0,No
2925-VDZHY,Two year,Yes,Yes,DSL,88.7,Yes,Yes,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6501.35,Male,72,No
2933-FILNV,Month-to-month,Yes,No,DSL,24.4,No phone service,No,No,Yes,Yes,Mailed check,No,No,No,No,No,36.55,Female,2,Yes
2947-DOMLJ,Month-to-month,Yes,No,DSL,50.6,No,No,Yes,No,No,Mailed check,Yes,No,No,No,No,50.6,Male,1,Yes
2955-PSXOE,Month-to-month,No,No internet service,No,20.2,No,No internet service,No internet service,Yes,No,Bank transfer automatic,Yes,No,No internet service,No internet service,No internet service,20.2,Female,1,Yes
2967-MXRAV,One year,Yes,No internet service,No,18.8,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,18.8,Male,1,No
2984-TBYKU,Two year,Yes,Yes,Fiber optic,104.9,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,No,Yes,7732.65,Male,72,No
2988-GBIVW,Month-to-month,No,No,Fiber optic,90.85,Yes,No,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,No,No,6470.1,Female,70,No
2988-QRAJY,Two year,No,Yes,Fiber optic,110.05,Yes,Yes,Yes,Yes,No,Credit card automatic,Yes,No,Yes,Yes,No,7430.75,Male,69,No
2990-IAJSV,Two year,No,Yes,DSL,92,Yes,Yes,Yes,No,No,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6632.75,Male,72,No
3007-FDPEA,Month-to-month,No,No internet service,No,20.7,No,No internet service,No internet service,Yes,No,Bank transfer automatic,Yes,No,No internet service,No internet service,No internet service,39.85,Female,2,No
3022-BEXHZ,Two year,Yes,Yes,Fiber optic,111.2,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7530.8,Male,67,No
3030-ZKIWL,Month-to-month,No,No internet service,No,20.05,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.05,Male,1,No
3039-MJSLN,Month-to-month,Yes,No internet service,No,20.2,No,No internet service,No internet service,No,No,Bank transfer automatic,Yes,No,No internet service,No internet service,No internet service,50.6,Male,3,No
3063-QFSZL,Month-to-month,No,No,DSL,55.4,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,55.4,Female,1,Yes
3069-SSVSN,One year,No,No,DSL,25.85,No phone service,No,No,No,No,Mailed check,No,No,No,No,No,25.85,Female,1,No
3084-DOWLE,Two year,No,Yes,DSL,92,Yes,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6474.4,Female,72,No
3085-QUOZK,Month-to-month,No,No,DSL,43.95,No,No,No,No,No,Mailed check,Yes,No,No,No,No,43.95,Female,1,Yes
3086-RUCRN,Month-to-month,No,Yes,Fiber optic,103.1,Yes,Yes,Yes,Yes,No,Bank transfer automatic,Yes,No,Yes,No,Yes,6595,Female,66,No
3090-HAWSU,Two year,No,Yes,Fiber optic,111.6,Yes,No,Yes,Yes,No,Credit card automatic,Yes,No,Yes,Yes,Yes,6876.05,Male,61,Yes
